id,group,hf,conc,psnr,ssim,lpips
002533.npy,texture-heavy,0.7452325224876404,0.20519991983888305,18.412593841552734,0.4824647903442383,0.5367324352264404
002535.npy,texture-heavy,0.741534411907196,0.20528093413431123,18.158309936523438,0.46969589591026306,0.5475944876670837
002539.npy,texture-heavy,0.948992908000946,0.18759306969605294,10.85727310180664,0.24011734127998352,0.8872091174125671
002542.npy,texture-heavy,0.33755242824554443,0.26465763335800735,18.53795623779297,0.8314824104309082,0.2057897299528122
002548.npy,smooth / low-frequency,0.03642865642905235,0.2852698741194229,25.847013473510742,0.7281265258789062,0.19167059659957886
002632.npy,structured / edge-dominated,0.05037357658147812,0.33484303801088433,25.240013122558594,0.7552350759506226,0.1946028172969818
002636.npy,structured / edge-dominated,0.3103172779083252,0.4916192489659652,22.29936981201172,0.7823476791381836,0.23635870218276978
002649.npy,texture-heavy,0.10611025989055634,0.2072730687174572,24.5667724609375,0.33964312076568604,0.6294512152671814
002693.npy,texture-heavy,0.10646301507949829,0.31598866068029524,35.76188659667969,0.9278658628463745,0.08164247870445251
002700.npy,texture-heavy,0.4080332815647125,0.2296832740678525,25.46142578125,0.7069924473762512,0.21211348474025726
002705.npy,structured / edge-dominated,0.22111093997955322,0.4984065534109489,23.867610931396484,0.8282872438430786,0.17593547701835632
002713.npy,texture-heavy,0.5677996277809143,0.20611889033137137,20.450288772583008,0.3277619779109955,0.7118829488754272
002714.npy,texture-heavy,0.5519642233848572,0.20616415909091923,20.991744995117188,0.31683480739593506,0.7381749749183655
002751.npy,texture-heavy,0.6751965284347534,0.23820399164002812,25.516355514526367,0.6612034440040588,0.24832630157470703
002768.npy,structured / edge-dominated,0.05514342710375786,0.6588992369387511,29.268814086914062,0.9081959128379822,0.16445280611515045
002784.npy,structured / edge-dominated,0.03758770972490311,0.35487702094949397,27.449254989624023,0.7516372203826904,0.2357853800058365
002786.npy,texture-heavy,0.28367990255355835,0.2259091853886185,25.369739532470703,0.7509713172912598,0.1646706610918045
